id,host_id,host_neighbourhood,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,price
543972,2674292,Rialto,,"Dublin, County Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,6,3,3,$149.00
575339,1689834,,,,Dublin City,,,,,,,Private room in apartment,Private room,2,1,2,$50.00
587218,2895736,Cabra,,,Dublin City,,,,,,,Private room in house,Private room,2,1,1,$80.00
592840,2115318,,,,South Dublin,,,,,,,Private room in house,Private room,1,1,1,$55.00
595320,2941825,The Liberties,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$43.00
610233,687547,,,"Smithfield, Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,2,$150.00
637185,3177950,Smithfield,,,Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,1,$102.00
641880,3207141,Old City,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$85.00
654589,3244025,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,5,2,4,$150.00
681875,1615460,Ballsbridge,,"Ballsbridge, Dublin 4, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,1,1,1,$38.00
690119,3525420,Dundrum,,"Dundrum, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire cottage,Entire home/apt,4,2,2,$285.00
692956,3244818,,,"Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire guesthouse,Entire home/apt,2,1,2,$47.00
700142,3591857,,,"Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,2,1,3,$80.00
700193,3591857,,,,Dn Laoghaire-Rathdown,,,,,,,Entire house,Entire home/apt,10,1,10,$300.00
715205,3683952,Drumcondra,,,Dublin City,,,,,,,Private room in guesthouse,Private room,3,1,2,$50.00
726011,3755932,,,"Skerries, Co. Dublin, Ireland",Fingal,,,,,,,Entire apartment,Entire home/apt,3,1,3,$120.00
726075,3756388,Drumcondra,,"Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,5,3,0,$140.00
736751,3683952,Drumcondra,,,Dublin City,,,,,,,Private room in guesthouse,Private room,2,1,1,$50.00
736773,3683952,Drumcondra,,,Dublin City,,,,,,,Private room in guesthouse,Private room,4,1,4,$50.00
736794,3683952,Drumcondra,,,Dublin City,,,,,,,Private room in bungalow,Private room,4,1,4,$50.00
742656,3888023,Grafton Street/St. Stephens Green,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$60.00
747284,1626936,Dundrum,,,Dn Laoghaire-Rathdown,,,,,,,Entire condominium,Entire home/apt,4,2,1,$220.00
747976,3927774,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$38.00
761912,3668533,,,"Malahide, Dublin, Ireland",Fingal,,,,,,,Private room in house,Private room,4,1,4,$75.00
800026,3683952,Drumcondra,,"Drumcondra, Dublin, Ireland",Dublin City,,,,,,,Entire guesthouse,Entire home/apt,12,4,14,$300.00
816039,192210,Phoenix Park and Surrounds,,"Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,12,4,6,$238.00
871174,4592908,,,"Clontarf, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,3,1,2,$27.00
872539,4603565,North Strand,,,Dublin City,,,,,,,Entire cottage,Entire home/apt,4,2,2,$200.00
922425,1607393,The Liberties,,"Dublin, County Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,4,2,2,$125.00
928970,5001093,Docklands,,,Dublin City,,,,,,,Boat,Entire home/apt,4,1,3,$179.00
929816,4985632,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$79.00
939866,4985632,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$141.00
990300,5438017,Dartry,,"Rathmines, Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,3,2,2,$65.00
998407,1245198,,,"Donaghmede, Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,,1,$45.00
999963,5497230,Cabra,,"Dublin, Leinster, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,,1,$200.00
1017861,5601956,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,3,1,1,$57.00
1073487,5905039,Dundrum,,"Clonskeagh, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,1,1,0,$55.00
1076634,823405,Kimmage,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$59.00
1086416,5971713,Stoneybatter/Arbour Hill,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,1,$106.00
1102379,205636,,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$110.00
1173029,3448346,Stoneybatter/Arbour Hill,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,2,$156.00
1207950,6593571,Dundrum,,"Ballinteer, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire house,Entire home/apt,8,4,0,$320.00
1244710,5605429,North City Central/O'Connel Street,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,6,2,2,$128.00
1270261,474328,,,"Dublin, Ireland",Fingal,,,,,,,Private room in house,Private room,6,1,6,$50.00
1276002,6938108,East Wall,,"Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,5,3,3,$350.00
1289697,2061662,,,"Rathfarnham, Dublin, Ireland",South Dublin,,,,,,,Entire house,Entire home/apt,8,4,6,$170.00
1296492,4580868,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$48.00
1341478,408378,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,3,1,2,$60.00
1364560,6977448,Rialto,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$67.00
1407832,5818278,Blackrock,,"Blackrock, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire house,Entire home/apt,8,4,5,$160.00
1411019,765874,North City Central/O'Connell Street,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$61.00
1447994,2401732,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$75.00
1466234,5940448,Crumlin,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,1,1,1,$28.00
1488124,5605429,North City Central/O'Connel Street,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$68.00
1500892,2232368,,,,Fingal,,,,,,,Private room in bungalow,Private room,3,1,2,$120.00
1520036,6973475,Old City,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$210.00
1541581,8217034,Ardilea,,"Clonskeagh, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire townhouse,Entire home/apt,6,3,4,$164.00
1550394,8257965,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$188.00
1551644,1582772,,,"South Dublin, County Dublin, Ireland",South Dublin,,,,,,,Entire house,Entire home/apt,4,2,2,$140.00
1556554,1271983,The Liberties,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,2,$183.00
1559929,3745350,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,1,1,1,$65.00
1563134,8317239,Northside,,"Dublin, Ireland",Fingal,,,,,,,Private room in bungalow,Private room,2,1,0,$90.00
1596451,6219661,Ballybough,,,Dublin City,,,,,,,Entire house,Entire home/apt,6,3,4,$500.00
1600779,3745350,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$85.00
1612700,8585358,Drumcondra,,"Glasnevin, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,2,$95.00
1614285,8585358,Drumcondra,,"Glasnevin, Dublin, Ireland",Dublin City,,,,,,,Private room in bed and breakfast,Private room,2,1,1,$82.00
1672292,8852821,,,"Santry, Dublin, Ireland",Fingal,,,,,,,Private room in apartment,Private room,2,1,1,$53.00
1678478,8880027,Drumcondra,,,Dublin City,,,,,,,Entire apartment,Entire home/apt,8,3,5,$260.00
1706795,9006849,Grafton Street/St. Stephens Green,,,Dublin City,,,,,,,Private room in apartment,Private room,1,1,1,$51.00
1717912,5429761,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$55.00
1722973,9082642,Dundrum,,"Dundrum, Dublin 16, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in condominium,Private room,2,1,1,$75.00
1735698,8886946,Georgian Quarter,,"Dublin 2, Ireland",Dublin City,,,,,,,Barn,Entire home/apt,6,3,3,$309.00
1744402,9182622,,,"Portrane, Dublin, Ireland",Fingal,,,,,,,Private room in house,Private room,2,2,2,$49.00
1754515,8296520,North City Central/O'Connell Street,,,Dublin City,,,,,,,Entire loft,Entire home/apt,2,1,1,$84.00
1768437,9291133,,,"Sallynoggin, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,1,1,0,$35.00
1771007,9302663,,,"Bray, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,2,1,1,$50.00
1789253,8768901,,,,Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,1,$170.00
1804494,6650296,Clontarf,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,3,$94.00
1860001,9703420,Ballsbridge,,"Ballsbridge, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$80.00
1878302,5813354,Templeogue,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,1,$125.00
1896821,3826057,Kilmainham,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,2,$150.00
1906221,9084049,Rialto,,"Dolphins Barn, Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$46.00
1929739,9084049,Rialto,,"Dolphins Barn, Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,4,2,3,$161.00
1932609,2175478,Temple Bar,,"Dublin 2, Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,2,$229.00
1943366,1557844,Stoneybatter/Arbour Hill,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,6,1,4,$197.00
1963074,10124896,Glasnevin,,"Glasnevin, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$56.00
1973276,192210,Phoenix Park and Surrounds,,"Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,12,4,7,$314.00
1982951,10231674,Phibsborough,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$49.00
1983907,10092333,Kilmainham,,"Kilmainham , Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,2,2,$160.00
2026810,6782586,Ranelagh and Rathmines,,"Ranelagh, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,1,1,0,$50.00
2067000,5648283,Ballsbridge,,"Ballsbridge, Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$55.00
2069629,10583714,North City Central/O'Connel Street,,"North Lotts, Dublin 1, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,0,$95.00
2120571,10813583,Drumcondra,,"Dublin, Ireland, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$165.00
2121887,4681988,,,"Dublin, County Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$70.00
2142451,10934549,Rathfarnham,,"Rathfarnham, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,1,1,1,$24.00
2146858,10959010,Sandymount,,"Sandymount, Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$31.00
2162973,1467387,West Village,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,1,$105.00
2164444,11013512,Ranelagh and Rathmines,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$50.00
2165074,11047034,,,"Santry, Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,4,$61.00
2202076,503635,,,"Killiney, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire apartment,Entire home/apt,6,2,3,$100.00
2215722,11294447,Clontarf,,"Clontarf, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,3,$120.00
2232124,11392337,,,"Raheny, County Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,3,2,2,$120.00
2237704,4319848,Georgian Quarter,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,6,3,3,$500.00
2283713,3888023,Grafton Street/St. Stephens Green,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$60.00
2291390,11599257,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,5,2,2,$130.00
2295609,11725628,Kilmainham,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,9,5,5,$180.00
2297145,11718729,Portobello,,,Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$80.00
2297201,11732846,Ranelagh and Rathmines,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,5,2,4,$150.00
2320387,8538793,Crumlin,,"Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$45.00
2345315,11976922,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$34.00
2350540,12002615,Portobello,,,Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$150.00
2372993,6183939,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,3,$193.00
2385640,12185528,,,"Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire house,Entire home/apt,10,5,6,$179.00
2394893,12173057,Santry,,"Santry, Dublin, Ireland",Dublin City,,,,,,,Private room in bed and breakfast,Private room,2,1,1,$58.00
2400008,12263532,Kimmage,,,Dublin City,,,,,,,Private room in house,Private room,1,1,1,$200.00
2415104,5580678,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,6,2,3,$300.00
2427857,12173057,Santry,,"Santry, Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,0,$58.00
2436401,12452297,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$60.00
2451061,12533082,East Wall,,,Dublin City,,,,,,,Entire house,Entire home/apt,2,1,1,$90.00
2466169,11823727,Old City,,,Dublin City,,,,,,,Entire apartment,Entire home/apt,2,,1,$62.00
2471794,12640966,,,"Dun Laoghaire, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Private room in house,Private room,2,1,2,$85.00
2477297,12471653,Donnybrook,,"Ranelagh, Dublin, Ireland",Dublin City,,,,,,,Private room in bed and breakfast,Private room,2,1,1,$150.00
2481147,234243,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire serviced apartment,Entire home/apt,7,3,5,$214.00
2489550,12036741,Temple Bar,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,2,$74.00
2514537,12701356,,,,Dublin City,,,,,,,Entire house,Entire home/apt,5,3,3,$110.00
2538861,12999579,The Liberties,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,1,1,1,$40.00
2562249,5605429,North City Central/O'Connel Street,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$66.00
2574203,13054321,Ballyfermot,,"Ballyfermot, Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,1,1,1,$36.00
2607040,13350457,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Tiny house,Entire home/apt,2,1,1,$106.00
2610590,5550624,The Liberties,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,6,3,4,$160.00
2614726,13013536,Drumcondra,,"Drumcondra, Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$110.00
2620389,12076665,Stoneybatter/Arbour Hill,,"Dublin, Ireland",Dublin City,,,,,,,Shared room in condominium,Shared room,1,1,1,$38.00
2635493,67159,Donnybrook,,"Donnybrook, Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,4,3,4,$200.00
2642164,13527218,,,"Howth ,Dublin, Dublin, Ireland",Fingal,,,,,,,Private room in bungalow,Private room,2,1,2,$66.00
2647405,9924228,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$65.00
2671586,13675875,Santry,,"Santry, Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,5,3,3,$97.00
2675211,3407852,North City Central/O'Connell Street,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,1,$500.00
2684689,11765563,,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,1,2,$59.00
2685349,13736584,Ballsbridge,,"Ballsbridge, County Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,8,3,5,$290.00
2685836,13430901,Donnybrook,,"Dublin 6, County Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$60.00
2686112,13748399,,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$58.00
2688629,13763124,Georgian Quarter,,"Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,2,1,1,$100.00
2691951,11437558,Booterstown,,"Blackrock, Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire guest suite,Entire home/apt,4,2,2,$136.00
2719863,9333782,Old City,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,2,1,1,$73.00
2734096,11211199,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Private room in apartment,Private room,1,1,1,$130.00
2754860,14091285,,,"Garristown, Dublin, Ireland",Fingal,,,,,,,Entire house,Entire home/apt,15,6,0,$300.00
2770813,14169546,,,"Clontarf, Dublin, Ireland",Dublin City,,,,,,,Private room in bed and breakfast,Private room,3,1,2,$90.00
2773760,9429894,Ringsend/Irishtown,,"Ringsend, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,2,1,1,$70.00
2787768,14260265,,,"Dublin, Ireland",Fingal,,,,,,,Private room in apartment,Private room,2,1,1,$35.00
2791857,12173057,Santry,,"Santry, Dublin 9, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$64.00
2795703,11170895,Stoneybatter/Arbour Hill,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,2,2,$158.00
2802978,14336302,Smithfield,,"Dublin 1, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,2,$120.00
2832333,13430588,Portobello,,"Dublin, Ireland",Dublin City,,,,,,,Entire townhouse,Entire home/apt,6,3,3,$333.00
2842414,14538019,Cabra,,"Dublin 7, County Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,5,3,3,$65.00
2854629,10652781,,,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire townhouse,Entire home/apt,3,2,2,$75.00
2862881,14633294,Grafton Street/St. Stephens Green,,"Dublin , Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,4,1,1,$180.00
2873250,7894251,North Strand,,,Dublin City,,,,,,,Private room in townhouse,Private room,2,1,1,$51.00
2874272,1557844,Stoneybatter/Arbour Hill,,"Dublin 7, Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,2,,1,$90.00
2884501,13405254,,,"Dublin, Ireland",Dn Laoghaire-Rathdown,,,,,,,Entire house,Entire home/apt,6,4,5,$125.00
2885736,12503955,Drumcondra,,"Glasnevin, Dublin, Ireland",Dublin City,,,,,,,Entire house,Entire home/apt,8,4,6,$180.00
2891101,13490423,Harold's Cross,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,1,1,1,$49.00
2897424,6331278,Smithfield,,"Dublin, Ireland",Dublin City,,,,,,,Entire apartment,Entire home/apt,5,2,2,$75.00
2903645,14746247,Sandymount,,"Sandymount, Dublin, Ireland",Dublin City,,,,,,,Private room in house,Private room,1,1,1,$49.00
2920718,13252301,Booterstown,,"Donnybrook, Dublin 4, Ireland",Dublin City,,,,,,,Room in boutique hotel,Hotel room,4,1,1,$109.00
2921112,14917622,Docklands,,"Dublin, Ireland",Dublin City,,,,,,,Entire loft,Entire home/apt,2,1,1,$153.00
2923471,13490423,Harold's Cross,,"Dublin, Ireland",Dublin City,,,,,,,Private room in townhouse,Private room,1,1,1,$55.00
